,L1,L2,L3,L4,L5,L6,L7,L8,U1,U2,U3,U4,U5,U6,U7,U8,T1,T2,T3,T4,T5,T6,T7,T8
YKL217W,16807,275789,6078,65089,1806,17703,1509,14224,33095,914,22337,1639,5360,188,8270,218,17388,20060,17919,15208,8333,30855,8606,4955
YKR044W,37,2610,29,487,36,246,21,441,148,18,87,18,68,3,116,6,97,121,84,90,112,410,112,123
YKR080W,43,1602,20,333,12,208,12,256,138,21,66,30,57,11,83,28,45,91,45,45,73,331,82,91
YKL065W-A,53,74,11,26,0,11,1,24,43,18,25,35,8,2,19,7,37,37,49,22,1,56,17,11
YKR068C,134,3025,56,768,27,590,33,731,354,72,292,101,195,54,355,92,210,354,206,251,304,1618,346,357
YKR027W,66,2539,58,546,41,424,58,605,216,5,150,9,93,6,203,7,143,145,103,93,142,576,113,170
YKL081W,246,24659,653,4881,444,4761,558,7363,643,255,268,345,314,257,583,427,273,428,218,290,416,2921,387,597
YKR022C,69,1602,30,426,34,286,22,430,180,28,99,53,55,12,154,33,90,111,111,117,106,609,157,149
YKL198C,9,599,29,100,21,79,25,88,17,4,8,2,8,4,7,5,10,11,9,3,17,50,2,4
YKR007W,43,2128,22,477,36,367,22,390,230,29,86,74,87,8,136,31,101,139,82,70,93,486,89,132
YKR078W,20,1213,26,285,6,149,30,261,75,1,48,16,31,2,61,7,25,49,59,42,82,237,55,67
YKR001C,298,12976,476,3051,304,2342,304,3274,982,310,915,714,432,248,848,419,426,551,539,573,621,3860,761,827
YKR025W,66,1975,59,468,42,335,53,514,122,34,111,48,117,19,158,30,67,156,85,101,148,659,117,174
YKL124W,15,1331,34,352,18,249,30,414,47,0,27,5,17,1,37,2,8,9,29,23,36,185,28,48
YKR095W,121,12835,413,2166,279,1799,410,2988,378,67,451,130,233,36,611,47,155,306,244,312,336,2164,414,571
YKL129C,109,4706,262,889,81,555,146,856,245,17,215,37,93,10,241,11,157,158,202,133,227,840,198,229
YKL100C,62,3917,123,978,75,949,108,1094,232,32,179,39,90,18,190,18,72,67,103,66,116,724,125,177
YKL041W,60,1743,55,399,42,285,44,374,98,20,99,40,35,16,102,22,113,101,122,100,95,485,132,101
YKL221W,5,33,0,15,0,15,0,4,8,0,1,0,2,0,4,0,3,4,3,5,6,3,8,3
YKL031W,4,51,5,12,1,7,0,3,3,0,8,2,7,1,6,1,5,3,5,4,6,20,1,3
YKR074W,507,2259,81,641,46,494,55,553,814,153,442,351,345,114,562,220,522,548,425,441,438,1872,605,413
YKL138C,24,2073,67,476,21,285,35,507,65,20,42,33,19,3,54,17,16,26,19,42,25,192,33,61
YKL063C,12,853,29,233,14,141,19,249,16,3,29,6,14,2,28,10,16,22,18,20,29,132,43,50
tK(UUU)K,3,37,0,9,0,7,0,8,4,0,1,1,2,5,3,5,5,7,1,3,5,26,2,6
YKL024C,18,795,28,197,30,178,33,271,67,39,55,56,38,32,53,82,16,54,37,35,33,309,36,84
YKL086W,1,36,5,22,4,4,0,3,4,0,0,3,0,0,2,0,0,4,0,1,0,3,0,0
YKL073W,329,7191,206,1624,99,1217,126,1708,557,128,546,286,267,86,544,157,359,341,348,279,407,1991,439,519
YKR006C,42,2769,68,661,41,464,38,720,245,98,126,155,89,52,119,61,47,136,89,119,125,621,75,160
YKL034W,4,926,35,220,17,146,48,224,23,1,5,5,7,0,16,0,9,3,12,6,5,49,13,12
YKL104C,459,19138,483,3731,229,2116,243,2769,1633,415,1293,1027,435,222,816,429,609,1141,916,827,703,3221,688,943
YKL191W,40,5679,89,973,114,875,95,1344,204,50,110,103,129,61,166,111,144,237,112,133,194,1172,195,289
YKR042W,60,4013,174,601,92,506,96,821,62,49,45,34,25,35,58,31,54,71,24,29,35,295,26,45
YKR013W,36,4504,158,772,65,456,86,589,144,47,76,65,49,24,105,43,42,80,49,45,62,269,69,70
YKR101W,18,842,17,212,4,100,11,212,56,3,43,2,22,1,48,4,30,50,37,38,37,210,40,70
YKL039W,70,6240,168,1555,77,976,91,1697,318,55,277,108,137,33,255,46,74,121,115,144,143,851,164,268
YKL214C,22,1318,44,327,16,318,18,363,155,30,47,52,53,22,61,42,39,41,36,46,57,334,48,67
YKL155C,120,4396,84,926,62,587,63,926,248,65,243,158,150,30,291,53,163,308,216,268,263,1249,267,321
YKL116C,18,1440,34,299,23,156,20,295,23,9,15,6,11,2,20,2,21,35,29,24,22,135,25,17
YKR089C,27,2291,56,463,47,391,59,597,61,5,39,3,25,1,76,2,27,24,27,35,51,263,44,63
YKR018C,270,7549,295,1696,135,1091,138,1665,643,217,608,453,333,97,553,237,364,507,507,434,490,2090,454,581
YKR079C,144,7037,143,1667,95,995,123,1597,447,85,423,213,194,73,479,103,184,349,179,418,338,1899,415,387
YKL153W,0,27,1,2,2,7,2,7,2,3,0,4,2,0,1,4,0,0,1,1,1,17,0,1
YKL027W,161,3749,69,1293,41,417,49,1302,208,18,250,36,109,9,301,20,110,226,194,276,151,733,278,304
YKL035W,206,4503,237,1020,259,2387,276,2441,883,135,406,217,479,140,684,257,180,180,238,173,515,2401,512,515
YKL084W,32,477,19,142,6,103,15,82,73,8,64,63,42,11,55,26,30,39,33,30,32,94,39,30
YKL207W,224,4078,75,1204,49,848,46,1042,906,176,437,294,287,88,371,171,290,453,366,413,384,1930,354,413
YKR066C,149,4266,212,1009,134,950,108,1276,637,254,472,505,193,206,359,289,274,332,262,243,365,1784,291,361
YKL117W,970,10720,375,2408,211,1784,200,2560,3354,926,1757,1985,835,557,1453,1012,1394,2041,1419,1417,1281,6173,1411,1662
YKL140W,62,2461,47,587,59,432,39,588,202,24,178,76,74,19,189,19,168,147,153,125,161,769,234,207
YKL007W,90,3642,70,794,53,640,56,855,504,117,223,167,136,73,211,84,170,261,185,275,213,1335,189,341
YKL051W,8,410,7,113,10,154,9,221,11,0,8,5,6,0,10,1,4,5,2,14,12,94,10,33
YKL022C,162,5183,111,1200,63,725,75,1118,297,17,310,32,210,8,369,8,211,331,223,234,299,1300,296,359
YKL021C,245,6704,89,1367,107,1060,128,1542,434,66,304,144,272,67,555,107,292,370,266,336,358,1564,351,422
YKL148C,612,40916,3219,8551,694,5280,1239,8146,2286,642,1201,770,650,303,1110,447,839,942,959,675,749,3841,755,1056
YKL038W,73,4865,139,844,82,671,97,862,167,21,115,27,65,6,83,6,75,78,91,68,74,384,73,103
YKL125W,125,2659,55,644,17,518,28,717,175,12,153,3,161,4,276,12,128,230,168,144,200,1206,270,273
YKL048C,40,2898,50,651,45,406,41,610,93,3,79,5,62,0,149,3,62,96,70,103,82,647,104,112
YKR093W,262,26455,1013,5999,629,5665,821,6777,1050,174,708,297,503,94,1026,139,348,435,405,292,678,3007,564,692
YKL201C,16,1445,84,257,67,333,111,543,57,2,34,5,30,5,49,9,30,19,25,22,36,250,38,67
YKL077W,219,8859,218,1948,140,1538,117,1867,594,99,384,252,227,111,438,122,239,380,230,286,319,1893,333,334
YKR103W,13,862,44,210,39,112,33,160,59,3,57,4,36,6,77,2,34,29,36,26,72,231,53,57
YKR104W,5,160,4,48,1,11,4,29,13,3,15,5,12,3,8,1,8,11,5,3,15,48,21,9
YKR024C,342,9111,74,2057,140,1314,109,1845,336,21,410,38,385,8,710,14,445,760,367,576,619,3015,714,700
YKR056W,23,5410,61,1399,124,936,95,1374,111,10,50,12,56,17,88,10,29,65,29,74,88,608,69,105
YKL203C,159,9458,279,2146,163,1250,250,2081,379,71,372,111,233,18,470,51,139,258,214,214,261,1589,333,386
YKR054C,352,13572,536,2560,303,1663,429,2580,557,169,761,347,414,95,982,233,403,634,505,627,663,3461,851,913
YKR057W,1197,10841,417,3778,430,2584,305,3305,3460,1064,1771,2269,1241,993,1920,1756,1078,1688,1379,1569,1383,7346,1840,1902
YKL133C,13,928,23,213,10,140,6,185,112,16,47,24,30,1,52,3,28,36,44,37,25,183,23,68
YKL122C,24,1213,34,319,19,201,51,451,40,10,33,20,23,11,62,22,27,25,25,42,34,307,58,96
YKR100C,15,2144,29,523,21,304,19,615,50,3,37,15,24,10,59,4,29,59,28,65,41,298,35,75
YKR083C,173,1427,21,357,20,219,6,349,188,5,125,31,111,3,200,28,174,171,137,129,125,673,177,160
YKL189W,16,936,16,223,17,153,18,284,18,1,16,3,11,1,19,2,18,7,17,13,13,76,17,17
YKL113C,287,5945,130,1129,78,673,117,891,520,58,418,114,276,35,451,55,472,587,407,474,398,1794,431,413
YKL213C,309,9057,206,1836,125,1146,108,1822,722,93,572,219,398,46,550,89,516,510,412,390,351,1590,448,473
YKL154W,127,2693,26,659,28,410,28,711,195,18,169,23,129,1,196,20,159,209,124,160,185,892,198,208
YKR063C,55,2990,51,755,38,359,29,568,145,8,127,38,77,10,158,9,120,190,141,179,118,775,174,197
YKL163W,18,1508,91,316,13,137,29,163,24,12,22,7,13,5,19,7,6,12,5,17,8,46,5,5
YKL174C,212,2894,82,1003,24,410,54,821,332,30,331,71,134,12,342,31,197,246,304,283,212,988,347,293
YKL134C,110,4578,74,1033,46,645,46,896,215,22,253,24,128,3,246,13,120,220,177,220,172,995,220,362
YKR011C,26,2211,59,583,29,395,23,522,102,8,68,6,33,5,40,6,25,53,52,42,56,294,51,87
YKL005C,41,1500,42,454,41,252,40,428,94,6,73,25,67,6,89,11,38,32,61,53,68,318,61,77
YKL069W,144,1499,62,364,22,290,19,359,289,115,166,178,86,37,120,80,143,263,137,128,110,555,131,174
YKL006W,365,14517,598,4001,573,3314,487,4425,3607,841,937,1362,1207,1031,1432,1426,579,1024,647,922,1583,9546,1260,1515
YKL187C,227,15056,337,3022,16,466,25,810,447,153,297,199,16,4,25,16,201,423,234,290,20,394,30,122
YKR035W-A,166,1284,41,368,20,201,21,337,112,28,107,56,62,14,117,20,97,154,119,143,117,517,153,117
YKL182W,3616,107685,7243,19528,2790,9607,3750,12978,8457,3705,8818,5975,3080,2409,5709,3996,4552,5964,5840,4191,4660,21431,5183,4701
YKL099C,146,4135,42,1003,54,695,33,1112,214,27,235,57,157,22,374,43,197,310,212,243,270,1627,374,292
YKL179C,156,5941,169,1281,107,851,156,1188,425,19,348,47,161,7,403,18,255,323,286,268,329,1374,408,358
YKL047W,42,2009,28,462,36,428,26,599,115,22,108,41,70,14,122,30,47,143,54,108,115,772,115,153
YKL049C,30,1464,36,352,20,235,27,396,81,5,80,11,48,4,110,8,51,80,53,88,81,508,95,113
YKL220C,23,541,10,118,19,95,4,114,35,6,27,3,29,3,42,4,27,49,33,25,33,181,51,33
YKL183W,71,2037,28,562,31,395,27,623,206,22,117,38,88,9,151,11,88,156,112,107,148,769,168,181
YKL181W,610,9762,318,4223,156,1543,206,3910,914,229,1297,994,601,268,1796,881,524,850,1222,1661,839,5094,1952,1871
YKL088W,203,4024,207,936,107,604,148,836,229,14,237,25,156,6,347,12,205,270,220,217,246,1130,274,227
YKL209C,67,1588,41,329,24,238,24,326,159,9,137,36,89,14,163,7,133,126,126,95,165,607,191,101
YKR019C,16,892,15,187,26,168,19,234,94,10,46,9,41,9,69,15,57,52,46,34,60,320,75,61
YKR012C,4,65,0,25,0,16,0,6,12,0,13,5,0,0,8,2,6,4,10,2,9,15,9,7
YKL166C,86,2343,36,527,27,432,33,560,138,16,131,41,119,5,239,18,170,240,152,144,219,972,269,217
YKL016C,292,17296,537,4615,371,3695,328,4939,2121,423,520,478,403,251,507,316,276,597,342,395,599,4285,432,688
YKR086W,56,3325,49,705,54,467,60,657,127,9,138,16,58,10,159,8,85,181,119,113,150,758,171,172
YKL141W,186,9320,601,2048,240,1521,235,2223,436,210,264,176,123,68,189,151,144,279,176,182,160,1223,188,302
YKL065C,201,4375,147,1205,91,793,86,1124,829,139,506,265,222,66,465,121,273,302,358,304,306,1529,362,319
YKL013C,100,3244,181,901,67,636,105,789,448,119,245,216,139,84,215,154,126,177,112,182,180,968,173,209
YKL040C,215,6990,90,1631,47,1005,48,1493,451,78,383,235,226,62,438,109,275,681,395,624,336,2549,442,594
YKR061W,24,1782,20,455,11,185,15,272,75,14,53,22,44,1,64,10,37,116,41,83,46,335,50,91
YKL096W,52,4421,178,970,59,759,90,1320,88,55,46,37,52,24,43,46,35,52,26,39,40,277,29,47
YKR050W,24,1360,90,283,40,225,56,220,74,13,32,17,20,8,28,17,22,32,25,28,35,159,21,26
YKL170W,124,4144,109,1011,61,658,46,823,412,132,369,307,179,51,332,108,346,497,335,370,310,1645,328,244
YKR046C,83,3129,215,782,105,597,130,755,228,138,194,188,65,77,172,160,75,99,151,101,96,600,145,192
YKL210W,1114,22674,1172,5679,466,3942,529,4996,2768,1069,2196,2140,934,556,1736,1006,1537,2044,1692,1660,1539,8521,1685,1864
YKR002W,50,6093,95,1292,93,873,91,1176,282,25,234,56,101,19,259,41,93,127,116,148,166,815,142,218
YKL015W,215,6883,102,1534,90,973,97,1268,396,22,345,41,205,7,377,23,327,446,358,360,380,1663,357,397
snR87,10,63,1,24,8,40,1,35,18,7,12,19,32,10,27,37,11,12,11,11,20,200,48,41
YKL009W,180,9282,119,2165,130,1653,95,2240,749,78,509,200,446,63,807,172,271,611,432,613,563,3376,813,828
YKL108W,11,1107,17,267,7,125,11,225,34,0,20,3,10,0,39,2,26,46,23,39,20,196,32,34
YKR097W,367,17090,1269,2878,10,45,36,111,977,534,630,503,11,8,14,4,461,571,349,309,7,74,12,13
YKL071W,2,922,1,274,6,216,6,246,17,1,11,4,6,1,9,4,4,26,6,34,3,173,4,60
YKL075C,82,2233,37,540,49,336,43,530,117,4,125,10,89,4,190,3,118,156,113,119,125,820,201,160
YKL206C,54,2526,36,638,25,462,19,631,214,41,138,76,73,16,121,27,67,128,76,90,111,591,115,174
YKL195W,510,13411,405,2922,179,2055,165,2823,1143,389,926,909,386,162,735,282,874,1015,789,822,600,3452,771,768
YKL130C,36,1050,27,276,10,190,14,366,34,4,19,6,26,2,20,5,14,24,19,19,26,128,28,56
YKL064W,107,5328,201,1437,100,857,201,1821,320,56,360,115,213,36,465,86,160,228,268,282,331,1724,482,445
YKR026C,193,5112,62,1335,46,758,46,1200,339,39,296,78,188,20,327,26,248,419,218,354,307,1560,382,427
YKL076C,12,193,6,80,3,34,3,63,14,0,8,1,9,0,13,0,11,12,14,16,7,53,15,8
YKL188C,101,1664,54,424,18,225,24,321,198,7,182,25,72,4,135,7,158,125,137,120,106,470,124,114
YKL196C,467,4036,187,1123,102,691,97,1048,685,210,602,506,257,134,608,316,423,734,518,693,479,2602,614,546
snR42,4045,4416,679,1586,768,2173,330,2064,36627,9238,8043,9963,6823,9229,7354,13657,6711,10529,8943,6067,9656,48497,9061,8925
YKR105C,1,18,0,2,0,4,0,3,10,0,5,1,2,0,0,0,4,0,1,1,1,9,4,1
YKL109W,270,15924,378,3385,242,1358,339,2452,541,35,533,55,279,10,501,26,324,599,610,434,305,1337,441,296
YKR071C,118,19647,184,5024,145,4289,206,7660,306,75,175,140,159,33,219,76,108,384,168,532,206,3922,235,1148
YKL168C,93,2141,47,549,37,344,28,427,172,1,143,25,91,8,125,13,91,117,113,82,114,497,163,138
YKR090W,77,3967,68,677,46,486,51,659,180,13,178,17,94,3,167,7,131,152,124,103,145,629,147,155
YKR036C,41,2167,27,465,31,300,36,482,131,7,87,28,62,11,145,27,56,97,75,89,100,555,139,124
YKL202W,3,36,5,16,2,9,3,23,5,3,0,2,0,0,1,0,3,2,0,2,0,6,3,4
YKR084C,77,2653,71,790,35,337,48,745,121,37,213,84,82,25,178,53,116,119,168,139,119,757,166,240
YKL216W,571,12316,149,2982,271,2964,254,3640,1427,273,820,542,1191,454,1922,562,671,1310,784,1121,1762,7350,2043,1714
YKR055W,18,1397,39,295,35,215,22,313,76,12,53,15,34,0,70,3,30,32,19,26,39,172,22,50
YKL219W,15,892,23,288,12,138,29,236,72,2,59,9,30,7,36,6,21,40,37,33,37,219,60,54
YKL020C,57,3409,114,643,64,485,119,722,60,10,77,9,47,5,77,6,56,52,47,52,31,291,61,82
YKL178C,2,40,0,12,3,6,0,8,4,0,0,0,2,0,1,0,1,3,1,2,6,10,0,1
YKL067W,242,8007,217,2084,116,1109,98,1831,1060,176,756,526,269,98,615,220,295,604,637,626,444,2530,650,664
YKL097C,0,4,0,4,0,2,0,0,4,0,1,0,1,2,1,3,1,1,2,1,0,6,0,0
YKL095W,3,717,13,155,11,91,12,203,29,1,29,6,11,1,50,0,15,22,18,32,43,135,48,34
YKR031C,501,13295,373,2803,234,1703,262,2301,706,46,1010,113,450,17,1103,42,714,826,832,753,756,3391,982,834
YKL036C,0,7,0,7,1,6,0,5,1,0,4,2,2,0,5,0,0,1,0,2,0,12,5,3
YKR088C,95,2298,55,581,32,461,29,562,215,21,162,31,138,16,139,23,65,124,140,101,115,611,119,144
YKL151C,147,800,55,223,25,195,27,286,262,48,251,142,139,43,247,57,183,154,166,139,175,601,232,142
YKL105C,8,1870,64,354,55,247,49,447,50,4,60,18,31,0,58,3,17,28,35,53,41,198,50,47
YKL169C,2,15,0,3,2,1,1,2,3,0,1,0,2,0,1,0,2,0,0,0,2,9,4,0
YKL150W,115,9320,332,2215,220,2071,210,3342,613,225,355,323,183,122,331,261,136,250,238,233,267,2072,294,472
YKL023C-A,3,322,19,84,10,75,10,129,18,9,17,26,16,12,29,21,11,17,13,21,20,132,14,27
YKL138C-A,79,969,44,263,33,202,29,251,131,15,100,45,63,17,124,34,104,117,99,91,134,591,149,130
YKL082C,51,6226,213,1173,200,758,247,1491,92,15,151,38,115,3,286,14,89,194,86,169,162,1014,219,259
YKR070W,178,1600,54,454,39,284,44,400,428,126,274,267,128,81,213,114,193,230,222,223,180,976,224,222
YKR021W,31,2107,52,338,32,232,52,355,67,3,43,10,26,5,57,5,36,35,45,32,36,172,28,49
YKR016W,130,15188,401,3629,213,2593,301,3755,608,94,437,231,236,50,405,87,190,246,246,305,352,2346,351,462
YKR059W,1123,25743,1212,5997,797,4630,890,6859,5348,1912,2378,3692,1546,1766,2946,3276,1243,2294,1656,2104,2094,12666,2561,2941
YKR069W,113,3204,40,782,29,201,24,315,197,7,169,23,79,3,136,6,129,201,155,133,102,453,135,123
YKR053C,33,342,10,64,15,82,19,90,37,29,31,53,43,33,60,50,33,41,40,29,29,180,45,47
YKL218C,51,475,18,172,13,81,6,119,68,19,83,38,45,13,96,23,48,69,78,57,75,209,91,52
YKL167C,17,625,20,171,4,92,13,257,16,3,13,6,7,1,8,3,5,11,5,9,9,68,8,21
YKL142W,209,6489,191,1532,108,1207,117,1928,2044,191,583,284,289,62,458,133,285,387,391,291,468,1828,403,435
YKL011C,22,904,20,223,18,184,14,301,58,6,55,10,32,2,70,6,26,38,55,37,42,259,53,64
YKL160W,84,1973,150,465,70,376,62,542,194,75,117,129,58,46,105,91,86,109,85,81,88,556,108,138
YKL144C,24,1902,24,371,18,287,15,356,68,5,50,19,36,3,55,1,27,84,37,68,62,403,57,89
YKL055C,44,1310,19,373,21,238,9,259,89,4,63,10,71,9,90,9,74,100,53,65,91,417,96,71
YKR043C,51,4175,93,1281,56,545,75,1187,183,36,90,69,68,29,134,63,63,93,75,92,66,630,86,170
YKR039W,476,6181,290,1325,347,2026,344,1724,1050,150,751,204,1053,77,1536,128,803,535,656,343,1563,2998,1413,544
YKL019W,50,1874,75,397,72,416,64,437,224,87,90,116,78,68,125,80,44,59,41,56,88,481,81,94
YKL184W,323,11333,255,2202,138,1614,141,2073,844,189,503,247,338,51,500,132,395,544,371,369,400,1946,389,605
YKR029C,16,2240,43,450,37,310,34,551,67,10,60,7,55,1,123,7,50,44,64,74,66,397,79,85
YKL176C,745,11640,256,2654,263,1867,207,2440,1149,222,987,500,665,231,1211,301,873,1400,951,1052,1221,5483,1351,1160
YKL033W-A,505,6052,117,1227,85,1039,56,1152,1793,399,768,751,501,254,786,524,886,1313,814,840,836,4017,956,920
YKL090W,106,1088,10,258,11,198,22,227,118,19,91,13,91,3,143,14,113,121,90,88,109,549,163,113
YKR041W,9,178,2,27,0,39,0,32,3,0,4,0,3,0,3,1,8,3,6,3,6,10,9,3
YKL010C,323,10746,236,2296,146,1335,205,1881,683,53,613,106,307,26,720,59,391,509,488,465,474,1961,552,634
YKL032C,10,794,38,109,18,114,40,196,13,2,5,1,16,6,6,2,4,13,4,0,6,76,4,7
YKR051W,40,1216,19,297,10,225,13,248,105,1,66,8,43,1,79,11,41,57,56,52,64,295,80,61
YKR098C,19,670,27,123,6,125,12,184,32,5,36,6,10,1,23,3,7,11,23,8,25,96,15,29
YKL175W,36,3448,78,812,62,490,60,629,110,13,69,20,25,4,58,10,45,41,38,35,52,300,29,53
YKL120W,655,12799,259,3179,387,4645,430,7102,784,42,892,86,1479,47,2936,51,602,904,789,722,2035,9218,3079,2498
YKL222C,21,1001,22,224,20,199,22,230,45,4,29,9,15,4,44,7,16,20,17,13,33,143,28,38
YKL092C,247,5738,131,1229,97,734,105,1010,339,21,423,65,257,38,418,31,345,433,344,378,426,1751,482,362
YKL068W,69,10070,233,1973,193,1391,324,1857,259,15,234,39,169,22,327,22,102,207,116,178,233,1284,250,334
YKR009C,238,8339,436,1815,86,726,82,552,858,125,611,201,110,18,162,27,274,231,332,180,128,778,146,79
YKR028W,77,7034,195,1934,166,1082,184,2146,268,16,247,51,152,9,317,27,115,217,165,248,253,1539,310,387
YKR076W,22,4864,79,1359,28,489,33,883,209,58,75,126,22,14,45,20,37,105,68,136,35,395,38,148
YKR106W,3,90,0,32,2,25,0,21,13,2,7,1,5,0,1,0,7,3,10,7,14,13,10,12
YKL197C,110,3189,141,963,59,427,77,755,225,26,358,101,131,12,334,41,153,243,272,283,165,950,306,271
YKL152C,2204,46419,1799,10622,2424,15506,1785,19831,11552,2910,3904,4219,5465,4004,6768,6547,2843,4071,3754,2994,6967,38428,6321,6778
YKL093W,181,3086,97,718,39,510,44,620,308,56,297,135,133,34,225,28,179,244,160,156,163,805,149,171
YKL080W,408,5585,209,1369,190,1266,151,1533,1464,483,625,792,502,398,782,637,521,641,503,494,659,3247,697,776
YKL185W,27,2996,61,483,46,285,47,487,50,2,39,3,23,4,43,4,29,21,30,17,18,134,22,35
YKR081C,54,7708,214,1706,140,1193,214,1828,313,41,197,133,196,46,373,87,99,244,92,221,259,1568,222,339
YKL101W,155,11440,384,2263,241,1280,285,1951,291,80,371,72,221,20,463,52,186,373,258,332,408,1946,450,410
YKR008W,20,2195,61,472,36,360,56,623,50,3,28,3,32,1,53,2,14,38,25,34,23,236,24,45
YKL056C,10854,50297,1706,14241,1845,11731,1266,13647,13343,6827,9639,11833,9400,7475,13288,13126,10173,16300,10115,10766,12763,64916,15292,15251
YKL156W,47,6333,179,1976,103,1089,147,1986,186,65,241,160,107,42,296,197,60,182,161,224,153,1217,228,392
YKL162C,1,353,13,94,5,54,9,97,12,1,0,0,1,0,2,0,2,1,3,1,1,18,4,4
YKL192C,51,1675,75,307,38,244,35,285,59,52,40,35,23,9,38,27,46,62,32,40,34,217,50,25
YKR064W,35,2049,48,540,38,254,38,431,66,4,72,2,47,4,80,2,41,40,48,62,50,327,67,74
YKL017C,49,1867,48,464,25,327,31,495,126,4,107,18,74,7,114,14,63,71,87,64,133,454,122,122
YKL204W,8,1643,48,302,18,187,35,385,14,2,19,3,10,3,17,0,13,9,12,17,18,84,18,13
YKL190W,121,2891,42,657,24,392,42,664,415,123,244,278,133,42,253,138,224,415,198,257,224,990,233,241
YKL211C,156,7704,110,1737,131,1274,69,1757,560,74,354,181,248,86,474,127,256,307,255,305,362,2080,411,579
YKL115C,3,60,5,14,0,8,2,17,4,0,0,0,5,0,2,0,2,1,0,0,1,8,0,0
YKL107W,2,56,2,14,0,19,2,19,13,2,1,3,2,0,3,2,2,0,2,2,4,12,2,1
YKL127W,186,3073,77,644,104,772,82,833,337,127,267,276,254,199,391,236,224,271,187,221,403,1778,345,376
YKL165C-A,1,76,1,8,0,10,0,17,7,3,6,4,5,0,1,0,7,4,4,3,6,44,3,3
YKR049C,18,741,39,186,22,145,16,140,152,44,71,67,24,12,35,22,42,76,75,63,38,212,28,31
YKL052C,35,2036,9,432,24,322,10,393,87,10,92,22,45,5,79,17,116,108,71,86,77,504,75,85
YKL053C-A,211,1849,88,474,38,336,37,470,450,117,371,351,104,46,276,131,277,390,331,351,180,1001,292,259
YKL121W,26,1928,34,375,23,236,52,387,67,11,65,24,44,1,102,7,43,64,63,58,72,313,98,64
YKL050C,68,1398,43,310,30,195,34,256,100,11,95,18,60,3,143,13,85,83,99,97,151,464,122,104
YKL194C,30,2161,99,497,28,373,33,456,187,81,155,131,78,30,117,67,86,145,106,95,108,595,85,131
YKR037C,52,1964,34,491,33,296,12,441,178,4,93,27,57,6,91,18,102,146,100,125,108,706,95,136
YKL059C,13,1811,33,395,25,309,27,417,62,0,45,6,34,0,62,5,14,46,19,21,45,232,37,68
YKL205W,86,7855,130,1734,101,1055,111,1507,365,31,306,34,218,10,344,9,177,300,221,284,309,1610,371,437
YKL137W,399,2079,95,580,34,364,31,529,748,200,402,419,194,93,357,195,494,526,372,388,255,1379,325,290
YKR015C,15,200,3,55,6,39,8,71,30,5,19,6,3,0,16,2,11,7,10,6,13,80,11,12
YKL146W,192,8463,251,2035,190,1421,217,1554,509,57,483,53,253,29,445,43,295,369,374,279,463,2088,464,403
YKR003W,29,2547,78,669,25,440,33,602,150,18,120,62,48,20,118,42,43,76,66,97,61,507,99,171
YKL028W,130,4784,137,1116,60,596,97,945,201,17,233,39,165,8,326,17,173,284,177,238,220,1144,300,273
YKR010C,52,2052,21,432,35,331,33,452,119,4,97,5,56,4,77,3,69,92,65,64,100,452,105,86
YKL193C,22,1203,65,292,19,272,36,377,44,16,51,12,38,4,46,17,28,54,29,31,34,160,31,47
YKL212W,332,11705,247,2690,184,1842,161,2414,942,187,672,428,374,147,727,278,383,793,540,579,661,3363,705,844
YKL054C,168,6433,484,1105,195,826,264,1340,234,150,250,166,176,72,282,140,171,253,202,177,252,1341,277,344
YKR096W,46,5177,132,1043,73,672,120,983,107,17,92,11,76,6,105,2,72,73,57,76,71,450,68,114
YKL006C-A,229,1547,42,454,23,276,35,300,374,73,308,240,131,74,280,140,285,359,280,269,223,1057,326,208
YKL164C,146,8591,295,1425,89,896,172,1516,140,38,133,42,82,9,102,31,91,87,92,99,61,520,75,116
YKL026C,68,680,50,225,13,88,16,118,203,33,74,31,32,3,59,8,60,38,74,33,50,130,62,25
YKL044W,0,67,0,11,0,10,7,27,1,0,0,0,1,0,4,0,1,0,0,0,1,11,3,1
YKL089W,51,1716,23,425,19,186,11,378,82,11,79,9,56,0,98,3,85,115,56,93,81,503,97,112
YKR077W,21,738,10,129,5,52,4,80,9,3,10,4,9,0,13,2,6,12,9,8,5,30,9,6
YKR095W-A,8,446,18,95,16,67,12,127,16,2,3,5,5,4,9,6,6,10,4,11,6,34,10,7
YKL079W,229,5754,77,1255,79,683,103,1051,364,32,308,67,200,17,349,27,308,528,308,321,296,1686,390,342
YKL161C,60,3116,31,750,35,419,25,551,173,26,67,28,31,22,58,33,56,137,61,133,72,633,66,131
YKL159C,9,762,8,178,13,138,11,210,72,10,21,24,13,4,33,9,20,19,19,18,25,88,17,16
YKR030W,17,1724,33,370,16,316,12,318,85,5,59,9,42,4,55,4,53,106,51,52,78,423,67,72
YKL042W,7,706,14,124,7,108,17,172,19,0,17,1,7,0,10,0,5,12,6,12,10,50,5,13
YKR020W,23,699,22,188,9,167,20,227,116,16,31,31,48,2,63,11,45,34,41,27,48,269,59,56
YKL012W,120,3491,68,751,55,461,52,724,228,28,206,57,146,19,238,32,146,234,139,146,224,975,211,194
YKL106W,209,6501,73,1613,65,1057,67,1389,372,21,282,29,276,5,382,18,250,482,254,334,370,1868,359,404
YKR075C,44,899,61,252,30,195,34,297,84,8,53,3,40,2,51,4,46,27,53,19,42,202,67,44
